Цена
64990.0
36990.0
72990.0
39990.0
72990.0
49990.0
109990.0
32990.0
24990.0
69990.0
50990.0
40990.0
33990.0
36990.0
15990.0
64990.0
3490.0
32990.0
30990.0
34990.0
29990.0
99990.0
23990.0
15990.0
30990.0
46990.0
72990.0
64990.0
26990.0
58970.0
11990.0
50990.0
24990.0
30990.0
68990.0
79990.0
18990.0
46990.0
40990.0
8990.0
8990.0
89990.0
26990.0
79990.0
7990.0
79990.0
15990.0
69990.0
